Drug Name,Condition,Review Text
strattera,For ADHD,"For ADHD""Do not let negative online reviews and personal anecdotes prevent you from trying Strattera if suggested by your doctor! Side effects: at first, I had some nausea, alleviated by taking after food. Now, after seven weeks, I take it at bedtime and have no side effects. I can already notice a real difference! I tried Strattera last year but only took it sporadically for a few weeks, not giving it a chance to build up to a steady state and take effect. This time, I have not missed a dose, and I am now at the full dosage for me (100 mg). In the past, I was prescribed Adderall. I was concerned that Strattera would not work for me because I had already experienced the rush of the onset of a stimulant medication. Adderall also affected my emotions/behavior in negative ways. Strattera is an entirely different experience. Even when I do not notice its benefits in the moment, I can look back at my day or week and see the difference in my attention/focus."""
strattera,For ADHD,"For ADHD""I had taken Adderall, Concerta, and other ADHD medications which all caused me to lose my appetite, get moody, or come down from it, and I felt I wasn't able to be myself. Strattera took a few weeks to kick in. I fell asleep constantly for the first two to four weeks. I know lots of people jump the Strattera ship then, saying it is not working or making them sleepy, but after 4 weeks, I started to feel like myself again. Except my mind got clearer, I could organize my room and now apartment, do all my school work, do everything I need to do, have better conversations, and do not binge eat. I take 40mg and have had no side effects from it. It also helps my anxiety. It is my miracle."""
strattera,For ADHD,"For ADHD""I've previously gone into psychosis, and my brain has changed, so I can't be on stimulants like Adderall. We tried Qelbree, but it had no effect on me. We started Strattera about 3 weeks ago, and it has done WONDERS. I didn't have an immediate reaction to it, but around 2 weeks, it was extraordinarily obvious how much of a difference it made. Before, I was doing 10 things at once and only partially finishing all of it, leaving everything a total wreck. I had horrible ADHD paralysis. I love to read and couldn't even focus long enough to finish a page. It's gotten extremely bad as I've hit 30. Just give it a good try and wait at least 2 weeks to gauge your results, it is most definitely worth it. And all the negative reviews? Just remember, people are always more likely to post a bad experience vs. a good one."""
strattera,For ADHD,"For ADHD""I have been taking Strattera 40 mg for a couple of months now and so far, so good. The main thing that I have noticed is how much calmer and less restless I am. I am not as easily irritated, I've been sleeping better, I talk slower, I interrupt less, and I fidget less. My cravings for salty, sugary, greasy foods have also decreased substantially, and I am more inclined to eat healthy and more nutritious or filling food. I have not noticed many effects on my attention span, so even though my body has slowed down, my mind still feels like it is zooming right along. For this, I have been prescribed a low dose of Vyvanse at 10 mg to take every so often (I took 40 mg Vyvanse for a few years prior to starting Strattera). I am also on 150 mg of Wellbutrin."""
strattera,For ADHD,"For ADHD""Our daughter started taking this medication in October for ADD after failing school. After a month, we noticed a huge change in her ability to focus and obtain excellent grades. She was finishing her work in class and doing extremely well compared to before Strattera. She just made honor roll and never fights or complains about school work anymore. Our only concern is that we’ve noticed our 11-year-old losing weight. She is skin and bones and has dropped a clothing size. She says that food isn’t good anymore and has to basically force-feed herself. I’m afraid we may have to stop the medication if this doesn’t improve, which is unfortunate because it has so many great benefits and has changed our lives."""
strattera,For ADHD,"For ADHD""Strattera is a wonderful alternative to stimulants. While unmedicated, I would consistently have brain fog and I would never be able to focus. I would frequently have to ask others to repeat themselves as I would always drift off mid-sentence. I never experienced hyperactivity. Every stimulant medication I tried (Adderall, IR Ritalin, Concerta) all resulted in anxiety and loss of personality. With Strattera, I feel as if the fog has cleared, while also maintaining my regular self - the most 'normal' I’ve ever felt. I’m currently on 80 mg a day weighing 175 lbs. It took my body roughly 5 weeks to become fully adjusted to the medication and receive the full benefits. Just make sure to always take this medication on a full stomach or you’ll probably experience some nausea. Also, the first couple of weeks I felt a little more agitated than usual, but this passed after the first few weeks. Give this medication a chance, especially if stimulants give you anxiety!"""
strattera,For ADHD,"For ADHD""I started Strattera 1.5 weeks ago. I started to feel the effects after 4 days. The effects were not subtle. It makes completing tasks easier and I can flip the switch between focusing and not focusing with less effort. I imagine this is what it would feel like to be normal. I am also prescribed 60mg of Adderall which I haven't been taking since being on Strattera. Strattera so far is more effective for me than Adderall. I feel more alert and less tired. It is easier for me to sit down and focus and I get less distracted. The frustration I normally feel when I don't take Adderall that comes from procrastinating and not following through is gone. At my next appointment I will be moving my Adderall prescription down to 30mg. I wish I had been prescribed Strattera as a kid instead of Ritalin and Concerta. It would have been a better choice for growing up on an ADHD medication and affected my personality less than stimulants."""
strattera,For ADHD,"For ADHD""Background: I was diagnosed with ADHD in my 20s and was started out on Strattera at 40mg. Now I'm at 80mg. Also, take with food or you may feel nauseous. Note: These are my own observations, your experience may vary. Pros: - It gives me an insane amount of energy and direction. Drives me off the bed/couch to more constructive outlets. - It makes me hyperfocused at 80mg and decently focused at 40mg. - There is no crash like amphetamines. Cons: - Some mild sexual side effects that disappear over time. - Weight loss - lack of appetite (Pro if you struggle with your weight? - just make sure you eat!) - Zombie effect - I noticed some kind of dulling of my emotions. i.e., my lows are not as low, but my highs are not as high. - Cottonmouth/dry throat. I'm constantly drinking water. - Possible sleep disruption if you take it late in the day."""
strattera,For ADHD,"For ADHD""I’m 18 years old, suffering from chronic depersonalization/derealization disorder (DPDR) and ADD. I was really thankful when I finally found out that I have ADD. It explained every aspect of my life that I, my friends, and my family couldn’t understand (you all know what I’m talking about). So I started using Strattera. On 10 mg, I didn’t feel anything. On 25 mg, I started having some problems with insomnia and a little bit of anxiety. On 40 mg, I finally got to know what real anxiety is. Staying up until 3 am, sitting on my bed with racing thoughts, fast heartbeat, and high blood pressure. Being sure that I have schizophrenia and that I’m going to lose control of my brain. Waking up a few times per night, sometimes with hypnagogic hallucinations and feeling like total trash throughout the next day. Also wasn’t feeling any relief from ADD, and my DPDR got significantly worse because of all the anxiety. Can’t blame the drug; every brain is different. I hope it will work for you. :)"""
strattera,For ADHD,"For ADHD""I got diagnosed with ADHD-PI (Attention deficit hyperactivity disorder predominantly inattentive) and chronic depression last year at 24. This is one of the best medicines for ADHD. I struggle with inattention and mind chatter all the time and have been in college for 7 years. However, last year was my best year in college when I was on Strattera (also known as Attentrol) with Wellbutrin. Don't lose hope and give it at least 8-10 weeks before you see the effects, and honestly, it is unreal and has worked wonders on myself. The side effects when I first started taking this drug were pretty intense the first week, but after that, I gradually started with 20mg a day to 60mg a day now. The mind chatter was gone in a week, with my attention significantly improving. We live in a society where patience is no longer a virtue and people want results ASAP. That will not happen with Strattera, but if you were to give it a few weeks, then you would exactly know what I am talking about."""
strattera,For ADHD,"For ADHD""I'm a 32-year-old male and have had symptoms of ADHD all my life, but chose not to treat it because the types of medications available seemed to 'take something away' from my personality. I finally reached a point that my wife begged me to do something, so I started with Strattera due to my doctor's recommendation. I've been on 40mg for 2 months now, and notice a major difference. I now have a desire to get on the floor and play with the kids, whereas before it seemed tedious and boring. I find that I'm not as tired at the end of the day/week because my thoughts are not distracted by all the 'noise' that I seem to have from the ADHD. I'm still new to the drug, and things could change, but for now, I am really happy."""
strattera,For ADHD,"For ADHD""It does work. But, give it two or 3 weeks. You will feel weird in the beginning and a little nauseous. It goes away. I do feel like I concentrate better and focus longer. Be careful with caffeine! It makes caffeine much stronger and lasts longer. After a few months while on it, I get very irritable and tense. I need a break and let it wash out. No problems stopping cold turkey. Take 80mg a day. Overall, it's good. Not perfect though. Orgasms seem delayed for some reason and slightly less of a sex drive. No changes in weight."""
strattera,For ADHD,"For ADHD""I’m a 28-year-old male. I’ve had ADHD since my childhood without hyperactivity. I tried Concerta, Ritalin, and other psychostimulants - it was a disaster, I felt like a drugged zombie. After a while without using any medication, I wanted to try Strattera to boost my productivity. Everything got worse since I started using it. It’s been 2 months now. I lost interest in everything and became severely depressed. I’ve had trouble sleeping. Social interactions became weird. I started turning inward and feel shy all the time. So I stopped seeing people for a while thinking it would pass. It didn’t. Ever since, it’s been downhill, my libido is at a dead point, my relationship with my girlfriend took a big hit, I lost my job, and things I used to enjoy seem to make me feel indifferent now. The only positive thing is I’m less hungry now, I feel less tired during the day, and I am a bit more focused while working. Otherwise, it’s been a nightmare. I stopped the treatment today."""
strattera,For ADHD,"For ADHD""Struggled with life at home, at work, with relationships. I have never taken stimulants, and I had anxiety and ADHD. Strattera has changed my life. Anxiety - gone. Attention - noticeably improved. This is a medication you have to be patient with. 1st 2 weeks - felt like I was going to pass out of pure exhaustion, constipation, felt zero improvement (40mg). 3rd week - anxiety amazingly disappeared (60mg). Realized my confusion was, in fact, anxiety (not lack of intelligence). Job performance - started seeing noticeable improvement to the point where I was amazing myself. Obsessive thoughts - gone. Can sit in my seat for longer periods of time and easily tackle many tasks like it's a piece of cake! Handle stress with ease."""
strattera,For ADHD,"For ADHD""I have been on Strattera for about 6-7 years now! I had developed a viral infection which caused disability in my legs, arms, and most of all, my brain. It can have some bad side effects. The best thing I have experienced from this prescription is that it's a very effective pill! It helps me focus more, relax, and control mood swings. When I need to focus or calm my anxiety down, I can rely on this medication. I have been on this medication for about 8 years now, and I'm 21 going on 22! A very effective medication!"""
strattera,For ADHD,"For ADHD""Female, 28, and have been on Strattera for 5 months and it has changed my life. Went back to college to finish my high school degree after having dropped out in year 9 due to pure inability to focus. I was always in a daydream before this med. Motivation is increased 10-fold. I also had panic attack disorder with half a dozen panic attacks every day. About 3 weeks into this med and the anxiety lifted. Anxiety is 100% gone. No other med in my life has ever done that, not even actual anxiety medications. I'm more social, have more energy, and general satisfaction with life. I am so happy with this medication and truly believe this is an absolute miracle medication. I think this medication is more for people who have ADHD-PI."""
strattera,For ADHD,"For ADHD""Sharing my experience and hoping other people will comment things they had in common with my experience. My doctor started me on 40mg of Strattera. The first few days I had so much energy. I cleaned my house at 5 am on my day off for no reason. About 2 weeks in, I started to feel drowsy. Anxiety has decreased a bit, but I feel tired in the mornings when I take it. My doctor is now saying she wants to up my dose to 80mg and that it won’t make me tired. I started taking the 40mg at night, and it not only makes me tired but also makes me agitated, and I can’t sleep."""
strattera,For ADHD,"For ADHD""26f (45kg), inattentive ADHD. Started on 25mg for one month, then raised to 40mg for one week now. At first, had bad insomnia and didn't notice any improvement. Then, the first thing I noticed (3 weeks in) was mood improved. I normally cry a lot, but I haven't cried since taking these meds. Relationships with friends and family have improved. Then, I noticed tasks have become easier to do than before. I can sit down and read, focus on conversations, and people have been responding to me more positively at work. The change is gradual and subtle, but I am very pleased with how normal this medication makes me feel. I would say my quality of life is improving significantly. I feel in control. I will titrate up to 60 eventually and probably stay on that dose. The only negative side effect is I'm having a hard time maintaining my weight. Even though I eat 3 meals a day, I keep losing weight :(. I still feel hungry, but maybe I'm eating less than normal without realizing."""
strattera,For ADHD,"For ADHD""I've been on every ADHD medication under the sun. After heavily abusing Adderall and lying to my doctors, I broke out in a huge body rash that went all the way up to my face. I didn't like the way Adderall made me feel. Like a zombie. I was wide awake, felt euphoric, but I didn't do anything. I just sat there for hours chain smoking while on my phone. I decided to try Strattera. I love it! It does everything Adderall did minus the tweaky stimulant effect. And, I can't abuse it :) My ADHD is under control, my depression disappeared, and I feel like myself again."""
strattera,For ADHD,"For ADHD""I wanted to do an updated review on this medication. I am in my 9th month of taking it, and before Obamacare, I ran out a few times, and the effects were very noticeable. Even though it is not supposed to have classic SSRI withdrawal symptoms, I still had severe brain zaps. I have my script filled, and I am back on it. I am such a better worker, listener, and planner on this medication. I am a better version of myself. Love it! I take 40mg a day, 60mg was too much. I am 160 lbs tall female, 34 y.o."""
strattera,For ADHD,"For ADHD""Big hint for everyone who is starting to take this medication: no caffeine and nicotine. I've been trying to hop on three times, but the first two I failed because of side effects. I couldn't sleep, heart was pumping, and my mood was not in the right place. This time I completely stopped taking caffeine and like magic - my sleep is better than ever, I quit smoking - my heart feels way better. It looks like Strattera makes caffeine and nicotine way stronger, so just stop and you'll see a miracle :)"""
strattera,For ADHD,"For ADHD""At 34, I started Ritalin. It had up & down effects. At 46, I began Strattera. Hated it. Gained 35 lbs, anxiety soared, was fatigued & lethargic. My current dose is 60mg 2x/day. I never lost weight, but I feel normal. I don't limit caffeine intake. I drink tea, no coffee. Anxiety & depression are better with Strattera. Just added 40 mg Adderall as menopause dulls the effect of Strattera. It has caused high BP & urinary retention. Yet I haven't stopped Strattera in 14 yrs as the alternative is dysfunction. With my daily dose (120 mg) over the max, changing insurance & MDs involves much hoop jumping. Cost of Strattera (& generics) is very high. Some generics are not as effective. Overall, give it time to become fully effective, carefully weigh pros and cons, don't expect to eliminate all ADD behaviors, set realistic behavioral goals, & closely monitor self. The med is NOT a panacea, it is one tool on the journey to living as your authentic self."""
strattera,For ADHD,"For ADHD""I love Strattera! I'm a 31-year-old woman with ADHD that has gone untreated my whole life. I finally got tested and diagnosed with ADHD, and after doing lots of research, I decided to try Strattera. This is the first and only thing I've tried for ADHD, and I love it. I've been taking 40mg for two months and I've noticed a significant improvement in my ability to focus on and complete tasks without feeling distracted. It has calmed me down, and I don't feel as edgy and agitated anymore. I'm able to control my emotions more and feel happier and more at ease. So glad I moved forward with this!"""
strattera,For ADHD,"For ADHD""I am 55 years old and I have been taking 40 mg of Strattera a day for 2 weeks now, but I haven't noticed any changes or that it has helped in any way. I took 20 mg of Concerta/Ritalin when I was younger, and it always helped me within an hour of dosing. I read that it may take longer, like 3 to 6 weeks, to help me with my ADHD. I am going to continue taking it for 6 weeks and see what happens. Does anyone else have any experience to share?"""
strattera,For ADHD,"For ADHD""I am pretty much in love with Strattera. I am a 19-year-old female and was diagnosed with ADD around 8 months ago. The difference between my life on and off Strattera is huge. When I'm on it, I am so motivated and focused. I have a plan for every day of my life, and though I don't always get everything done on my list for the day, I at least try to be productive and I at least care about getting things done. When I'm not on it, I am a complete blob. I care very little about being productive and have issues even getting out of bed. Like, I will literally stay in bed all day. The only persistent side effect that I've experienced is dry mouth. If I miss a dosage and then take it again, I get super drowsy, but that goes away after a day."""
strattera,For ADHD,"For ADHD""I have been on Strattera for over a year now. I will be 50 in July. This medicine works well for me. My thought patterns were like a slot machine with three or more thoughts going through my head at one time. Now my brain is quiet. It's amazing. I sleep well because I can turn off my thoughts. I have lost over 50 lbs. due to side effects at first, but now it's because I find that I focus on what I put in my mouth. It is nice to be able to wear skinny clothes again. I only need to lose about 30 more. Try this medication. I can't imagine not ever taking it. It has been a blessing."""
strattera,For ADHD,"For ADHD""Strattera has changed my life, my relationships, and the way I feel about myself. This drug takes time to get into your system, mine took about 2 months, with some uncomfortable side effects at first, but once you overcome those, this medicine truly works. The problem is most people just want to jump to the next drug. I feel like a normal human being, I'm no longer extremely reactive, irritable, irrational, and emotionally all over. I have found to be emotional yet stable (I'm not just some zombie). I am not constantly making impulse decisions. I have improved my relationships with my family and friends and finally feel like myself and have control over my life. So great to finally feel and I hope many others find the same happiness. Female 21"""
strattera,For ADHD,"For ADHD""This is a miracle medication. I've been taking Strattera for 4 years now and it changed my life. I started on 40 mg/day and it first took around a month before I noticed the effects. I went from having a hard time focusing on tasks to being hyper-focused in such a way that it was almost scary. In the first months, the side effects were being sleepy and losing weight, and not feeling as much hunger, but on the same time, it was worth it because I could focus on conversations and reading and being more organized overall. The side effects progressively went lower, it took months to see the bright side. My doctor lowered the dose to 25 mg/day and I feel less sleepy now. The reason I took Strattera is because I have ADHD and bipolar and I had tried stimulant ADHD drugs and those did not work for me at all, they gave me manic episodes and made me even more agitated than I was before taking these. But Strattera, which is a non-stimulant ADHD drug, never gave me such terrible effects."""
strattera,For ADHD,"For ADHD""I am 65 years old and have been dealing with a learning disability all my life. However, only recently, a clinical psychologist whom I went to for some testing recommended Ritalin and Adderall, which caused unpleasant side effects. Then, I tried Strattera 40 mg. Strattera has been the drug that works for me. I am definitely more focused and can stay on task when reading a book or newspaper article without anxiety and frustration of having to reread the same paragraph. I have always been treated with Paxil for anxiety attacks over the years, but this drug seems to work better. I am happy to feel more focused, interested, and engaged in everything I do. Being with my kids is more enjoyable for me. I embrace these feelings."""
strattera,For ADHD,"For ADHD""37 y/o female. Diagnosed at 25 with depression and anxiety; went through many meds including Wellbutrin (still on). At 36 sought and got diagnosis of ADHD, and was put on Strattera. It helped very little with focus regulation, but it blew me away with how effective it was for depression. Clearly, I am an outlier in this (or it would have been approved for depression), but I was able to go off Prozac, thereby reducing daytime sleepiness. This, plus the way Strattera helped me fall asleep, has improved my focus somewhat. Strattera recalibrated how my memory encodes events. Within the first couple of weeks, I noticed that I no longer obsessed over newly-made mistakes. My fear of rejection is greatly reduced because I now have a proportionate sense of how much any given 'mistake' matters. This has reduced anxiety, too! We did increase early dosage too quickly, and as a result, I had some hypomanic weeks, during which I made some unalterable life decisions. Oops!"""
strattera,For ADHD,"For ADHD""I've been on Strattera for about 2-2.5 months. Started at 40mg dose and am now on 100mg. Whenever I start or increase the dose I get side effect symptoms of bad headaches & heartburn. Dry mouth is pretty bad but I was on Wellbutrin for years and had dry mouth then too so I'm sort of used to it. I've been on my 100mg dose for 5 days and I'm feeling really shaky on it. I have also been quite tired throughout. It's almost like being jet-lagged for 2 months straight. I'm very much looking forward to something different. I have felt zero psych effects. No increased focus, memory, nothing. I think my doc simply wants to ensure we've given it our best shot before moving on to something else since I'm tolerating it ok. I'm 38 yr old female recently diagnosed ADHD inattentive."""
strattera,For ADHD,"For ADHD""I was prescribed this medicine, 40mg twice a day. I read a lot of information before deciding to take this. I am a 40-year-old Black female and have had struggles for many years while in school. I decided to go back to school and also tried this to see if there was a difference. It takes a while before you notice a change in the ability to focus. When earning my 1st degree, I struggled in school, probably all my life. While on Strattera, I could sit and study for hours and not be distracted. I went from struggling to earn C's, maybe a B, to earning A's and maybe a B. I actually understood what I was studying and didn't feel like doing 3-4 other things at the same time. I stopped taking it because of an EKG that showed an irregular heartbeat. A side effect."""
strattera,For ADHD,"For ADHD""I was taking Concerta but had to go down from 54mg to 30mg because of side effects. With Concerta, I was saying everything that was on my mind and I still could not concentrate enough as my mind was all over the place. I read somewhere that combining Concerta with Strattera has helped control more ADHD symptoms for some. Started 2 weeks ago on 18mg, and co-workers appreciate. It really gives me the couple of seconds to think about what I'm about to say, improved working memory, and I take it at night since it lasts almost 24 hours, when I wake up, it is easier and I get to work ahead of time. Starting on 25mg today and if still good, will not try and up the ante. Too much meds give you side effects. So my goal is to be just OK, good enough to be a functional human being. Will let you know how it goes. I started with Strattera, now on the generic Pro Doc. Will tell you if I see a difference."""
strattera,For ADHD,"For ADHD""I've been on 25mg Strattera for around 10 days and it is starting to feel like an 'on' switch hit my brain. I can almost write computer programming code again with ease after I was practically crippled."""
strattera,For ADHD,"For ADHD""Started taking this medication and was bummed out about it not working for a month, and then all of a sudden, week five and I can feel a difference. It's a much cleaner energy to me than Adderall, with Adderall I can't sleep at night, I grit my teeth, and am almost manic. Strattera is the complete opposite, I can read a book, work on homework and such. Definitely worth the wait... and no comedowns, steady medicine."""
strattera,For ADHD,"For ADHD""I have an 8-year-old son who has ADHD. He has tried several medications including Adderall and Vyvanse. Nothing has worked as well as Strattera for him. He's a new kid. So much happier. He used to have severe mood swings with the Vyvanse, although it did control his ADHD fairly well for about 5-6 hours after he took it. Strattera has been a big help regaining some normalcy in his life. He is only on 10 mg daily for the last 3-4 weeks but it has made a very noticeable difference. I have not seen any negative side effects from it, and he is actually eating on it. Thank you, Strattera."""
strattera,For ADHD,"For ADHD""I have been on Strattera for 5 weeks now. I'm 48 years old and have been treated for bipolar and anxiety disorders since the age of 19. I have tried dozens of med combinations and have been hospitalized a few times when unable to cope. This last time, a therapist suggested it may be ADHD, and the doctor put me on 40mg. It's a night and day difference. I have never in my life had this kind of clarity and focus, and other than dry mouth and a bit of a lost appetite side effect, which is much better than past combinations."""
strattera,For ADHD,"For ADHD""I've been on Strattera for two months now for ADHD. It took about 6 weeks for it to kick in and start working. I don't feel that it helps with all my ADHD problems, but it does help with a few. I've had terrible side effects, including loss of appetite (I've lost 10 pounds since starting the drug due to loss of appetite). I also get really bad hot flashes, and anytime I go into a moving vehicle, I feel nauseous. I can't sleep at night, and I can't stay awake in the day. The side effects are not worth the small benefit I get from this drug."""
strattera,For ADHD,"For ADHD""I have had ADD all my life. Starting in 5th grade, my psychiatrist put me on Concerta. I didn't eat well, and I didn't grow for almost three years. When my doctor expressed concern, I was switched to Strattera. I am now a senior in high school, and have been on Strattera for five years. I haven't noticed any side effects, and it has truly been a blessing in my life."""
strattera,For ADHD,"For ADHD""I've been on this medicine for 6 years and it worked so well since I first started it. It helped me a lot with my ADHD and behavior problems, and I did not have any side effects. I've tried stimulants, but they either wear off too quickly or don't work. This medicine should be prescribed to a lot of people, and it is not as addictive as stimulants like Vyvanse and Adderall. My mom started taking it too, and it helped her too."""
strattera,For ADHD,"For ADHD""I've been on Strattera since 3rd grade. And I don't understand why so many people are against it. I have only experienced good results with this drug. My grades have increased, I am able to focus in class, and I can excel and prosper. My doctor has told me that eventually I will be weaned off of Strattera because my brain should be able to adapt. All I can say is, I never experienced any horrible side effects, if any. I can't say I remember any side effects. And I know that it is not addictive since I am able to stop taking the drug during the summer time. I've had a moderately positive experience on Strattera. I hope everyone else does too."""
strattera,For ADHD,"For ADHD""As an adult living with ADHD, I had no idea how it affected me. I was prescribed this by a psychiatrist, and almost immediately I was able to think more clearly, my memory felt better, I felt like I could concentrate on things. When someone spoke to me, I could actually listen and absorb what they were saying. Unfortunately, I'm not on it anymore. It's hard to concentrate some days."""
