rank,side_effect,comment
top 3,dyspnoea,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
top 4,hypotension,"""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
top 4,hypotension,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
top 4,hypotension,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
top 4,hypotension,"""No side effects on my six-year-old the first two weeks except for a tummy ache. The last two nights she has woke up screaming, completely tripping, throwing pillows, scratching her head, hallucinating, and seeing stuff. I do not recommend this pill to anyone, especially a kid. She is on the lowest dose, 1 mg. She won't be taking it anymore!"""
top 4,hypotension,"""Five days into starting on Intuniv XR (1 mg daily at bedtime) for mild hypertension, a massive panic attack occurred. I am a 52-year-old male with no prior history of such attacks. I stopped the medication the next day, but it continued at 100% intensity for five days straight. Sweating, shivers, tremors, moaning, racing pulse, hot flashes in face and extremities, tight sternum knot, stabbing pain in left chest. Constant feelings of hopelessness, despair, and suicide. Luckily, by day six it had dropped 50% strength, tapering off quickly at first, then more slowly over the next ten days. Three weeks later I still have palpitations and an inner tremor causing insomnia. The doctor refuses to believe it, but I'm convinced the drug caused the attack."""
top 5,application site erythema,"""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
top 5,application site erythema,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
top 5,application site erythema,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
top 5,application site erythema,"""No side effects on my six-year-old the first two weeks except for a tummy ache. The last two nights she has woke up screaming, completely tripping, throwing pillows, scratching her head, hallucinating, and seeing stuff. I do not recommend this pill to anyone, especially a kid. She is on the lowest dose, 1 mg. She won't be taking it anymore!"""
top 5,application site erythema,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
tail 1,no adverse event,"""No side effects on my six-year-old the first two weeks except for a tummy ache. The last two nights she has woke up screaming, completely tripping, throwing pillows, scratching her head, hallucinating, and seeing stuff. I do not recommend this pill to anyone, especially a kid. She is on the lowest dose, 1 mg. She won't be taking it anymore!"""
tail 1,no adverse event,"""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
tail 1,no adverse event,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 1,no adverse event,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
tail 1,no adverse event,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
tail 2,condition aggravated,"""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
tail 2,condition aggravated,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
tail 2,condition aggravated,"""This has to be taken at least 3 weeks to see if it works/get adjusted to the body. This has been a transformation for my little brother age 6, still in kindergarten. He used to be very moody and seemed to get very hyper all the time. I would recommend this med to anyone suffering from ADHD and other behavioral issues. Side effects seem to be tolerable and get less over time. I have had mild headaches and vivid dreams."""
tail 2,condition aggravated,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
tail 2,condition aggravated,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 3,electrocardiogram qt prolonged,"""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
tail 3,electrocardiogram qt prolonged,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 3,electrocardiogram qt prolonged,"""We began with night wakings, then more aggression. He was never aggressive like this before. Raised to 2 mg, symptoms increased again. Still hyper and seemed worse than before. Upon reducing back to 1 mg to none, it's been a nightmare. Red, red cheeks. Bouncing off walls. Bouncing up till 3 am. Starting to come down a bit, but oh my god, the havoc on his mind and body and us, plus no sleep. Doc said there wouldn't be any withdrawal."""
tail 3,electrocardiogram qt prolonged,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
tail 3,electrocardiogram qt prolonged,"""No side effects on my six-year-old the first two weeks except for a tummy ache. The last two nights she has woke up screaming, completely tripping, throwing pillows, scratching her head, hallucinating, and seeing stuff. I do not recommend this pill to anyone, especially a kid. She is on the lowest dose, 1 mg. She won't be taking it anymore!"""
tail 4,seizure,"""We began with night wakings, then more aggression. He was never aggressive like this before. Raised to 2 mg, symptoms increased again. Still hyper and seemed worse than before. Upon reducing back to 1 mg to none, it's been a nightmare. Red, red cheeks. Bouncing off walls. Bouncing up till 3 am. Starting to come down a bit, but oh my god, the havoc on his mind and body and us, plus no sleep. Doc said there wouldn't be any withdrawal."""
tail 4,seizure,"""My son was given Intuniv on October 8th of this year. He was on it for eleven days when he started having really bad uncomfortable full body tics. I stopped the medication Sunday night. It's now Wednesday, and he's still having tics. The doctor says it will wear off, but as parents, it's very scary."""
tail 4,seizure,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
tail 4,seizure,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
tail 4,seizure,"""I would rate Intuniv an 11 if possible. My son is Autistic & ADHD, began taking Intuniv at age 10. The 1st week he took it was 1st time in his life he slept through the night for an entire week. He must take in AM, not PM. Now age 18, just returned to brand, as generic was a disaster. Intuniv = miracle."""
tail 5,suicide,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
tail 5,suicide,"""We began with night wakings, then more aggression. He was never aggressive like this before. Raised to 2 mg, symptoms increased again. Still hyper and seemed worse than before. Upon reducing back to 1 mg to none, it's been a nightmare. Red, red cheeks. Bouncing off walls. Bouncing up till 3 am. Starting to come down a bit, but oh my god, the havoc on his mind and body and us, plus no sleep. Doc said there wouldn't be any withdrawal."""
tail 5,suicide,"""My son was given Intuniv on October 8th of this year. He was on it for eleven days when he started having really bad uncomfortable full body tics. I stopped the medication Sunday night. It's now Wednesday, and he's still having tics. The doctor says it will wear off, but as parents, it's very scary."""
tail 5,suicide,"""I would rate Intuniv an 11 if possible. My son is Autistic & ADHD, began taking Intuniv at age 10. The 1st week he took it was 1st time in his life he slept through the night for an entire week. He must take in AM, not PM. Now age 18, just returned to brand, as generic was a disaster. Intuniv = miracle."""
tail 5,suicide,"""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
