rank,side_effect,comment
top 5,hypotension,"Agree with everything here but thought I’d add my reactions to Vyvanse. Brand name, 50mg, 4-5hrs duration with terrible crash with extreme vertigo on comedown. Eat high protein lots of water, manual labour for work. 5mg dex booster at 4hr and 7hr mark. Resolved the moodiness and vertigo of my crash."
top 5,hypotension,"If I’m working and the mid-day siesta time is upon me (usually around 4 hours in) and a nap is not an option, I’ll down an energy drink or coffee drink. It throws fuel on the fire."
top 5,hypotension,Good for you i went through the mill of anti depressants but also anto psychotic medication for it. When I am badly inattentive 9/9 and 6/9 hyperactive with ADHD i had to wait for meds lisdex. What are you on? And are you feeling better?
tail 1,no adverse event,"Tbh you're taking medication for a reason, any foreign drug has influence dependant on a number of variables. We're trying to be healthy and happy, an occasional drink is ok but getting drunk can be problematic"
tail 1,no adverse event,"If I’m working and the mid-day siesta time is upon me (usually around 4 hours in) and a nap is not an option, I’ll down an energy drink or coffee drink. It throws fuel on the fire."
tail 1,no adverse event,"My self esteem became normal for the first time in my life after I started taking those meds. It was awful before cbt, became just unstable (hit or miss) after cbt. First week on meds - it’s totally normal."
tail 1,no adverse event,"Agree with everything here but thought I’d add my reactions to Vyvanse. Brand name, 50mg, 4-5hrs duration with terrible crash with extreme vertigo on comedown. Eat high protein lots of water, manual labour for work. 5mg dex booster at 4hr and 7hr mark. Resolved the moodiness and vertigo of my crash."
tail 1,no adverse event,Might just be dehydration? Even if you're not on meds and dehydrated that alone can cause nausea. Drink a ton of water throughout the day or an electrolyte type drink too.
tail 2,condition aggravated,"Tbh you're taking medication for a reason, any foreign drug has influence dependant on a number of variables. We're trying to be healthy and happy, an occasional drink is ok but getting drunk can be problematic"
tail 2,condition aggravated,"Agree with everything here but thought I’d add my reactions to Vyvanse. Brand name, 50mg, 4-5hrs duration with terrible crash with extreme vertigo on comedown. Eat high protein lots of water, manual labour for work. 5mg dex booster at 4hr and 7hr mark. Resolved the moodiness and vertigo of my crash."
tail 2,condition aggravated,"Even within ADHD not everyone reacts the same to the same meds because ADHD is a flawed catch-all diagnosis for a symptom-cluster that likely is created by a combination of different root causes that vary from person to person, and Vyvanse etc. just happen to work for most people by dumb luck because whether you have a lack of dopamine signalling or you need to downregulate your dopamine receptors, stimulants can do both, depending on dosage."
tail 2,condition aggravated,Might just be dehydration? Even if you're not on meds and dehydrated that alone can cause nausea. Drink a ton of water throughout the day or an electrolyte type drink too.
tail 2,condition aggravated,"Came here to say this. Alcohol is a depressant and Vyvanse a Stimulant, basically opposite effects. I haven’t drank on Vyvanse but cocaine? Absolutely. I just never felt the alcohol as much until it was too late. BAC higher than I felt it in reality."
tail 3,electrocardiogram qt prolonged,"Tbh you're taking medication for a reason, any foreign drug has influence dependant on a number of variables. We're trying to be healthy and happy, an occasional drink is ok but getting drunk can be problematic"
tail 3,electrocardiogram qt prolonged,"Agree with everything here but thought I’d add my reactions to Vyvanse. Brand name, 50mg, 4-5hrs duration with terrible crash with extreme vertigo on comedown. Eat high protein lots of water, manual labour for work. 5mg dex booster at 4hr and 7hr mark. Resolved the moodiness and vertigo of my crash."
tail 3,electrocardiogram qt prolonged,"If I’m working and the mid-day siesta time is upon me (usually around 4 hours in) and a nap is not an option, I’ll down an energy drink or coffee drink. It throws fuel on the fire."
tail 3,electrocardiogram qt prolonged,Might just be dehydration? Even if you're not on meds and dehydrated that alone can cause nausea. Drink a ton of water throughout the day or an electrolyte type drink too.
tail 3,electrocardiogram qt prolonged,Good for you i went through the mill of anti depressants but also anto psychotic medication for it. When I am badly inattentive 9/9 and 6/9 hyperactive with ADHD i had to wait for meds lisdex. What are you on? And are you feeling better?
tail 4,suicide,"If I’m working and the mid-day siesta time is upon me (usually around 4 hours in) and a nap is not an option, I’ll down an energy drink or coffee drink. It throws fuel on the fire."
tail 4,suicide,"Tbh you're taking medication for a reason, any foreign drug has influence dependant on a number of variables. We're trying to be healthy and happy, an occasional drink is ok but getting drunk can be problematic"
tail 4,suicide,"yep magnesium is great.  you just wanna be careful with zinc bc there is a possibility taking too much of it can deplete copper, but i think usually it has this warning on the bottle "
tail 4,suicide,"My self esteem became normal for the first time in my life after I started taking those meds. It was awful before cbt, became just unstable (hit or miss) after cbt. First week on meds - it’s totally normal."
tail 4,suicide,"Agree with everything here but thought I’d add my reactions to Vyvanse. Brand name, 50mg, 4-5hrs duration with terrible crash with extreme vertigo on comedown. Eat high protein lots of water, manual labour for work. 5mg dex booster at 4hr and 7hr mark. Resolved the moodiness and vertigo of my crash."
tail 5,pain,"If I’m working and the mid-day siesta time is upon me (usually around 4 hours in) and a nap is not an option, I’ll down an energy drink or coffee drink. It throws fuel on the fire."
tail 5,pain,"Tbh you're taking medication for a reason, any foreign drug has influence dependant on a number of variables. We're trying to be healthy and happy, an occasional drink is ok but getting drunk can be problematic"
tail 5,pain,"yep magnesium is great.  you just wanna be careful with zinc bc there is a possibility taking too much of it can deplete copper, but i think usually it has this warning on the bottle "
tail 5,pain,"Agree with everything here but thought I’d add my reactions to Vyvanse. Brand name, 50mg, 4-5hrs duration with terrible crash with extreme vertigo on comedown. Eat high protein lots of water, manual labour for work. 5mg dex booster at 4hr and 7hr mark. Resolved the moodiness and vertigo of my crash."
tail 5,pain,"My self esteem became normal for the first time in my life after I started taking those meds. It was awful before cbt, became just unstable (hit or miss) after cbt. First week on meds - it’s totally normal."
