rank,side_effect,comment
top 5,hypotension,"Any sexual side-effects? I’m currently on adderall and would like to try this as an add-on for ameliorating elevated blood pressure & anxiety, but I’m worried the A2 agonism would mess with erection quality. Have you (or anyone else who happens upon this question) experienced anything like that from the guanfacine?"
top 5,hypotension,"I was diagnosed with severe adhd and it is absolutely debilitating. Not to mention the other co-morbid conditions I have such as anxiety, depression, and dyspraxia. I hate it when social media portrays adhd as this cute quirky trait that just happens to be in style."
tail 1,no adverse event,"This was helpful! Thank you :) If you had anxiety with your ADHD, did you find it helped you in that regard as well? I deal with a lot of overstimulation issues which leads to panic attacks -\_\_- All nervous system dysfunction stuff"
tail 1,no adverse event,"Any sexual side-effects? I’m currently on adderall and would like to try this as an add-on for ameliorating elevated blood pressure & anxiety, but I’m worried the A2 agonism would mess with erection quality. Have you (or anyone else who happens upon this question) experienced anything like that from the guanfacine?"
tail 1,no adverse event,"I was prescribed guanfacine for ptsd and sleep. I had no negative side effects, though it did slightly lower my BP. I’m surprised it’s not approved for adults with adhd, but it is approved for adults for other purposes so I wouldn’t let that scare you."
tail 1,no adverse event,">an executive functioning disorder that my doctors treat with stimulants

This ^ should be the official term. Wouldn't surprise me people on this thread will use it in the future. No more direct stigma."
tail 1,no adverse event,"I was diagnosed with severe adhd and it is absolutely debilitating. Not to mention the other co-morbid conditions I have such as anxiety, depression, and dyspraxia. I hate it when social media portrays adhd as this cute quirky trait that just happens to be in style."
tail 2,condition aggravated,"I was diagnosed with severe adhd and it is absolutely debilitating. Not to mention the other co-morbid conditions I have such as anxiety, depression, and dyspraxia. I hate it when social media portrays adhd as this cute quirky trait that just happens to be in style."
tail 2,condition aggravated,"This was helpful! Thank you :) If you had anxiety with your ADHD, did you find it helped you in that regard as well? I deal with a lot of overstimulation issues which leads to panic attacks -\_\_- All nervous system dysfunction stuff"
tail 2,condition aggravated,"Any sexual side-effects? I’m currently on adderall and would like to try this as an add-on for ameliorating elevated blood pressure & anxiety, but I’m worried the A2 agonism would mess with erection quality. Have you (or anyone else who happens upon this question) experienced anything like that from the guanfacine?"
tail 2,condition aggravated,ADHD and it’s symptoms have ruined my life. Or rather my ignorance of it and it’s treatments have thrown my life into chaos that I couldn’t manage. I am a shell of a person.
tail 2,condition aggravated,"Also, there is an increase in workplace accidents and car accidents among ADHD people. I feel borderline disabled sometimes. Hearing people say ""ADHD is my superpower"" and generally trivialising the severity of the disorder is beyond cringy. It's infuriating."
tail 3,electrocardiogram qt prolonged,"Be very cautious with guanfacine, it is a med originally meant to influence your cardiovascular system after all. It gave me super slow heartbeat and VERY low blood pressure in higher doses and started to negatively affect the effectiveness of Vyvanse too."
tail 3,electrocardiogram qt prolonged,"This was helpful! Thank you :) If you had anxiety with your ADHD, did you find it helped you in that regard as well? I deal with a lot of overstimulation issues which leads to panic attacks -\_\_- All nervous system dysfunction stuff"
tail 3,electrocardiogram qt prolonged,"I was diagnosed with severe adhd and it is absolutely debilitating. Not to mention the other co-morbid conditions I have such as anxiety, depression, and dyspraxia. I hate it when social media portrays adhd as this cute quirky trait that just happens to be in style."
tail 3,electrocardiogram qt prolonged,"The amount of self diagnosed ADHD, BPD, ASD and AID has caused some clinics in my area to refuse to diagnose new patients.   I was surprised to hear it’s that prevalent."
tail 3,electrocardiogram qt prolonged,"Any sexual side-effects? I’m currently on adderall and would like to try this as an add-on for ameliorating elevated blood pressure & anxiety, but I’m worried the A2 agonism would mess with erection quality. Have you (or anyone else who happens upon this question) experienced anything like that from the guanfacine?"
tail 4,suicide,"In this case, it's worded that way because OP doesn't want to pursue legal means. So it's valuable for OP to consider that it's unacceptable, so setting severe personal boundaries in response would be appropriate."
tail 4,suicide,"What's 240k going to do when I destroy my relationships, lose my job, career, become an absent father, lose my wallet, phone, and pay all those other ADHD taxes from no medication."
tail 4,suicide,Somewhere between 1-2 months. I started at 1mg for one month and the problem started after increasing the dose to 2mg. After addressing the issue with the probiotic I went to 3mg and stayed there since.
tail 4,suicide,i just got diagnosed with severe adhd and i kept pushing to get tested because of the others with adhd online talking about their experience. def a double edged sword. starting azstarys tomorrow!
tail 4,suicide,"I was diagnosed with severe adhd and it is absolutely debilitating. Not to mention the other co-morbid conditions I have such as anxiety, depression, and dyspraxia. I hate it when social media portrays adhd as this cute quirky trait that just happens to be in style."
tail 5,pain,"In this case, it's worded that way because OP doesn't want to pursue legal means. So it's valuable for OP to consider that it's unacceptable, so setting severe personal boundaries in response would be appropriate."
tail 5,pain,Somewhere between 1-2 months. I started at 1mg for one month and the problem started after increasing the dose to 2mg. After addressing the issue with the probiotic I went to 3mg and stayed there since.
tail 5,pain,"What's 240k going to do when I destroy my relationships, lose my job, career, become an absent father, lose my wallet, phone, and pay all those other ADHD taxes from no medication."
tail 5,pain,i just got diagnosed with severe adhd and i kept pushing to get tested because of the others with adhd online talking about their experience. def a double edged sword. starting azstarys tomorrow!
tail 5,pain,"I was diagnosed with severe adhd and it is absolutely debilitating. Not to mention the other co-morbid conditions I have such as anxiety, depression, and dyspraxia. I hate it when social media portrays adhd as this cute quirky trait that just happens to be in style."
