rank,side_effect,comment
top 3,anger,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
top 3,anger,"""I don't recommend taking this drug, Intuniv. 18 male, 63 kg, 170 cm. Was prescribed for my ADHD and anxiety, 2 mg. All the way, first 2 weeks only tired, but concentration improved. 3rd week was real bad, I got extremely anxious, random panic attacks all the time, heart pain, dark thoughts, started crying every other hour, was exhausted and irritated, also lost control of my emotions, got angry out of nowhere. And worst of it was that I forgot who I was sometimes, panicked because I couldn’t remember my parents. Please don’t take this drug, look for something else, stimulants or whatever, but Intuniv can destroy your life or make it much worse."""
top 3,anger,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
top 3,anger,"""I’ve been experiencing side effects that make my day-to-day life very difficult. I’m dizzy, I feel like my vision is blacking out when I walk, I’m extremely lethargic, and find myself sleeping all the time. I’ve been having stomach problems, a high heartbeat (and I thought Intuniv was supposed to subdue you), an extremely dry mouth, and so much anxiety. I haven’t even noticed any positive changes in my ability to focus since I’m constantly disoriented or asleep."""
top 3,anger,"""Day 2, and I already feel my mood is better, it’s helping my anxiety. I feel calm, most of all happy, it just makes you feel so happy. I’m laughing and enjoying my day. I was compelled to leave a review because it’s working so well. I have anxiety, OCD, depression, and ADHD. This med is amazing."""
top 4,depression,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
top 4,depression,"""I don't recommend taking this drug, Intuniv. 18 male, 63 kg, 170 cm. Was prescribed for my ADHD and anxiety, 2 mg. All the way, first 2 weeks only tired, but concentration improved. 3rd week was real bad, I got extremely anxious, random panic attacks all the time, heart pain, dark thoughts, started crying every other hour, was exhausted and irritated, also lost control of my emotions, got angry out of nowhere. And worst of it was that I forgot who I was sometimes, panicked because I couldn’t remember my parents. Please don’t take this drug, look for something else, stimulants or whatever, but Intuniv can destroy your life or make it much worse."""
top 4,depression,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
top 4,depression,"""Male adult ADHD, mostly inattentive (but restless on the inside!), also bipolar type 2. I was on Ritalin for about a year and had a lot of problems with a dry and stuffy nose with frequent infections. Atomoxetine had similar effects: sleepy, nasal stuffiness, premature ejaculation (only ejaculation was premature). Intuniv actually reversed nasal dryness, my nose never felt better. Intuniv has both stimulating and calming effects, and my mood generally is better. I have more frequent urination at night, I often have to get up at 5 a.m. to go to the bathroom. Sometimes it is hard to get back to sleep, but then usually instant-release Clonidine helps (Clonidine has helped for problems with insomnia). I have NOT had any problems with sexual side effects on Intuniv, which is great. Perhaps only a slight increase in libido, but it could be due to improvement in mood as well. Appetite is normal, it has helped me lose a little weight. Ritalin used to give me increased hunger and sugar cravings."""
top 4,depression,"""I’ve been experiencing side effects that make my day-to-day life very difficult. I’m dizzy, I feel like my vision is blacking out when I walk, I’m extremely lethargic, and find myself sleeping all the time. I’ve been having stomach problems, a high heartbeat (and I thought Intuniv was supposed to subdue you), an extremely dry mouth, and so much anxiety. I haven’t even noticed any positive changes in my ability to focus since I’m constantly disoriented or asleep."""
top 5,pain,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
top 5,pain,"""I'd give this NEGATIVE stars if I could. It caused me to pass out when I got up to use the bathroom one night. I lost my sense of self, felt more tired than normal, had worse anxiety. I would not recommend this garbage drug."""
top 5,pain,"""I don't recommend taking this drug, Intuniv. 18 male, 63 kg, 170 cm. Was prescribed for my ADHD and anxiety, 2 mg. All the way, first 2 weeks only tired, but concentration improved. 3rd week was real bad, I got extremely anxious, random panic attacks all the time, heart pain, dark thoughts, started crying every other hour, was exhausted and irritated, also lost control of my emotions, got angry out of nowhere. And worst of it was that I forgot who I was sometimes, panicked because I couldn’t remember my parents. Please don’t take this drug, look for something else, stimulants or whatever, but Intuniv can destroy your life or make it much worse."""
top 5,pain,"""Day 2, and I already feel my mood is better, it’s helping my anxiety. I feel calm, most of all happy, it just makes you feel so happy. I’m laughing and enjoying my day. I was compelled to leave a review because it’s working so well. I have anxiety, OCD, depression, and ADHD. This med is amazing."""
top 5,pain,"""I would rate Intuniv an 11 if possible. My son is Autistic & ADHD, began taking Intuniv at age 10. The 1st week he took it was 1st time in his life he slept through the night for an entire week. He must take in AM, not PM. Now age 18, just returned to brand, as generic was a disaster. Intuniv = miracle."""
tail 1,dizziness,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 1,dizziness,"""I’ve been experiencing side effects that make my day-to-day life very difficult. I’m dizzy, I feel like my vision is blacking out when I walk, I’m extremely lethargic, and find myself sleeping all the time. I’ve been having stomach problems, a high heartbeat (and I thought Intuniv was supposed to subdue you), an extremely dry mouth, and so much anxiety. I haven’t even noticed any positive changes in my ability to focus since I’m constantly disoriented or asleep."""
tail 1,dizziness,"""I was 25 when I got my ADHD diagnosis and have been on Intuniv for almost 2 years now. I am currently taking 4 mg a day and not seeing or feeling any positive effects from it. It feels like it just makes me incredibly tired and irritable. It constantly gives me a dry mouth and just doesn't seem to help me at all."""
tail 1,dizziness,"""Male adult ADHD, mostly inattentive (but restless on the inside!), also bipolar type 2. I was on Ritalin for about a year and had a lot of problems with a dry and stuffy nose with frequent infections. Atomoxetine had similar effects: sleepy, nasal stuffiness, premature ejaculation (only ejaculation was premature). Intuniv actually reversed nasal dryness, my nose never felt better. Intuniv has both stimulating and calming effects, and my mood generally is better. I have more frequent urination at night, I often have to get up at 5 a.m. to go to the bathroom. Sometimes it is hard to get back to sleep, but then usually instant-release Clonidine helps (Clonidine has helped for problems with insomnia). I have NOT had any problems with sexual side effects on Intuniv, which is great. Perhaps only a slight increase in libido, but it could be due to improvement in mood as well. Appetite is normal, it has helped me lose a little weight. Ritalin used to give me increased hunger and sugar cravings."""
tail 1,dizziness,"""I’m (female) rapid cycling bipolar 2 and ADHD and PMDD. My doctor did a genetic test and found that I have a defect in the adrenaline pathway. My dopamine pathway is ok, which means Adderall and co wouldn’t work for me. Hence, she prescribed me this drug since it works on adrenaline regulation. I’m 37 and 65 kilos. On 1mg, I already felt a massive difference and on 2mg, I’m even better. Less depression, less anxiety, less irritability, almost no food cravings only real hunger, less heart racing, less urge to move. I have no dry mouth, no sleepiness, no abdominal pain, etc. The only negative side effect I feel is maybe a 30 percent decreased libido and it takes me longer to reach orgasm. I strongly believe that this drug works for me so well given I actually need it, i.e., I HAVE that genetic defect. So please, everybody, have your tests done."""
tail 2,somnolence,"""I would like to share my experience with Intuniv for those specifically with comorbid ADHD/Bipolar. It initially improved working memory (easier to take time to perform tasks such as not jumping ahead while reading), then, as it works on 2A receptors, created a DECREASED DESIRE to perform the tasks. Essentially, it lowers NE. So, lower motivation, which nearly completely negates the easier task performance. THIS IS A COMMON THREAD. Therefore, works better in conjunction with stims. It also created depersonalization. Finally, it caused a unique mixed episode with grandiosity and irritability, but psychomotor retardation and grumpiness. Think increased prefrontal, decreased limbic. Bipolars BEWARE. We are different than strict ADHD cases."""
tail 2,somnolence,"""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
tail 2,somnolence,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 2,somnolence,"""I’m (female) rapid cycling bipolar 2 and ADHD and PMDD. My doctor did a genetic test and found that I have a defect in the adrenaline pathway. My dopamine pathway is ok, which means Adderall and co wouldn’t work for me. Hence, she prescribed me this drug since it works on adrenaline regulation. I’m 37 and 65 kilos. On 1mg, I already felt a massive difference and on 2mg, I’m even better. Less depression, less anxiety, less irritability, almost no food cravings only real hunger, less heart racing, less urge to move. I have no dry mouth, no sleepiness, no abdominal pain, etc. The only negative side effect I feel is maybe a 30 percent decreased libido and it takes me longer to reach orgasm. I strongly believe that this drug works for me so well given I actually need it, i.e., I HAVE that genetic defect. So please, everybody, have your tests done."""
tail 2,somnolence,"""I have found Intuniv (guanfacine ER) to be a tremendously helpful medication. I take it with Vyvanse, 60mg/day. The primary reason I started Intuniv was because I was having issues with jitters and anxiety on the Vyvanse. It was frustrating, because I absolutely had moments where I felt great and had brilliant focus, but I would sometimes get stuck in these rumination loops, anxieties, etc. CBT therapy helped a little, but I saw Dr. Russell Barkley talk about how Intuniv can be taken WITH a stimulant to help with emotional control, so I asked my psychiatrist about it, and he knew all about Intuniv. I eventually settled on 4mg/day. I am WAY more 'chill' these days, yet still very much me. I just feel more level headed. The only downside is this drug can make you tired, and it can have a bit of a notorious hypotension side-effect. Occasionally, I would be tired and winded, which was not dangerous but from low blood pressure. Taking the medication at NIGHT has helped this completely."""
tail 3,no adverse event,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 3,no adverse event,"""Our 8-year-old son has done so much better with Intuniv. He takes 2 mg at night. I see posts on the cost, check a Canadian pharmacy. We only pay $450 for 90 days, brand. Otherwise, it would be $900 here in the States. You fax your prescription and they mail you a 3-month supply. No side effects for us."""
tail 3,no adverse event,"""My son took this for a couple of years. At first, it was very effective, and I was excited to have a non-stimulant medication to treat his ADHD. It did make him sleepy, and that was problematic, and then its effectiveness wore off."""
tail 3,no adverse event,"""My son has been on med since he was 5 for ADHD. He is 8 now. They started him on methylphenidate (Adderall). He didn't gain weight or grow at all, hardly. He is now on Intuniv, and we love it. He eats the house down. It's not a stimulant, so that's wonderful."""
tail 3,no adverse event,"""This has to be taken at least 3 weeks to see if it works/get adjusted to the body. This has been a transformation for my little brother age 6, still in kindergarten. He used to be very moody and seemed to get very hyper all the time. I would recommend this med to anyone suffering from ADHD and other behavioral issues. Side effects seem to be tolerable and get less over time. I have had mild headaches and vivid dreams."""
tail 4,drug ineffective,"""Great medication. I was originally prescribed this medication in a treatment center to help me sleep and with anxiety when I got off of amphetamines (Adderall, other amphetamines). I was taking it at bedtime. I found that it helps more with my focus, and it wears off during the day. I take 3 mg once daily. However, I still have some strong ADHD symptoms. Intuniv just helps me... stay less scattered. Oh, and insurance is rubbish, it can be difficult to get this medication even with insurance."""
tail 4,drug ineffective,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 4,drug ineffective,"""Our 8-year-old son has done so much better with Intuniv. He takes 2 mg at night. I see posts on the cost, check a Canadian pharmacy. We only pay $450 for 90 days, brand. Otherwise, it would be $900 here in the States. You fax your prescription and they mail you a 3-month supply. No side effects for us."""
tail 4,drug ineffective,"""I would rate Intuniv an 11 if possible. My son is Autistic & ADHD, began taking Intuniv at age 10. The 1st week he took it was 1st time in his life he slept through the night for an entire week. He must take in AM, not PM. Now age 18, just returned to brand, as generic was a disaster. Intuniv = miracle."""
tail 4,drug ineffective,"""I don't recommend taking this drug, Intuniv. 18 male, 63 kg, 170 cm. Was prescribed for my ADHD and anxiety, 2 mg. All the way, first 2 weeks only tired, but concentration improved. 3rd week was real bad, I got extremely anxious, random panic attacks all the time, heart pain, dark thoughts, started crying every other hour, was exhausted and irritated, also lost control of my emotions, got angry out of nowhere. And worst of it was that I forgot who I was sometimes, panicked because I couldn’t remember my parents. Please don’t take this drug, look for something else, stimulants or whatever, but Intuniv can destroy your life or make it much worse."""
tail 5,abdominal pain,"""Intuniv worked terribly for me. I was prescribed it for ADHD, and it caused so many issues and fixed absolutely none. Dry mouth, low blood pressure (and in turn, dizziness and confusion), extreme tiredness no matter how much sleep I got, constipation, ear pain upon standing, painful dry eye, etc. I wouldn’t recommend."""
tail 5,abdominal pain,"""43 years old male, ADHD and anxiety. I'm also on Dexedrine 10 mg twice a day. This medication is definitely not for me. At week 2, I couldn't take my stimulants anymore, had the D/Ts, massive anxiety attacks. I tried to ride it out for a month, but I just got more anxiety, depression, and insomnia. I will stop this med and am not looking forward to the rebound hypertension and whatever else nasty happens. Not a good option for me."""
tail 5,abdominal pain,"""My daughter is 8. She started on Concerta over a year ago, didn't work long enough. The doctor started her on Intuniv for ADHD and Lexapro for depression. After about 3 weeks, it was working great. She calmed down, started doing her schoolwork and homework. The worst side effect she has is dry mouth. I think if I can get that under control, she will be great."""
tail 5,abdominal pain,"""I’ve been experiencing side effects that make my day-to-day life very difficult. I’m dizzy, I feel like my vision is blacking out when I walk, I’m extremely lethargic, and find myself sleeping all the time. I’ve been having stomach problems, a high heartbeat (and I thought Intuniv was supposed to subdue you), an extremely dry mouth, and so much anxiety. I haven’t even noticed any positive changes in my ability to focus since I’m constantly disoriented or asleep."""
tail 5,abdominal pain,"""Five days into starting on Intuniv XR (1 mg daily at bedtime) for mild hypertension, a massive panic attack occurred. I am a 52-year-old male with no prior history of such attacks. I stopped the medication the next day, but it continued at 100% intensity for five days straight. Sweating, shivers, tremors, moaning, racing pulse, hot flashes in face and extremities, tight sternum knot, stabbing pain in left chest. Constant feelings of hopelessness, despair, and suicide. Luckily, by day six it had dropped 50% strength, tapering off quickly at first, then more slowly over the next ten days. Three weeks later I still have palpitations and an inner tremor causing insomnia. The doctor refuses to believe it, but I'm convinced the drug caused the attack."""
