rank,side_effect,comment
top 3,anger,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
top 3,anger,"""I started my son on this medicine on Friday. He is doing well. No emotional breakdowns, no crying. The only issue I am having is he is falling asleep around noon every day. He hasn't had a nap since he was 16 months old. He is 7, going on 8. I can't imagine his teacher will be all that amused when he goes to sleep during class tomorrow."""
top 3,anger,"""I'm a 44-year-old female, was in a car accident. Placed on pain meds for the last year. Had two surgeries, and now I ask the doctor to help me get off pain meds. He prescribed me Kapvay 0.01 mg. It has been a Godsend. It allowed me to sleep and took the edge off my withdrawals... thanks."""
top 3,anger,"""Depression for fifteen months hinged on the fact that my inattention was so bad. Every day it was constantly 'OH MY GOD, CAN'T DO ANYTHING.' I had so many motivations and ambitions for projects and was so overwhelmed by ADHD that I could not do any of it. All I can say is that I am really disappointed with Strattera... I fought and fought to get a stimulant to no avail, and they finally gave me Kapvay for bedtime. It's been two weeks, and my depression has finally lifted because my inattention and distraction are gone. They are symbiotic with each other. And now I can DO STUFF and not have to binge-watch Impractical Jokers anymore. To ADHD, I stand atop a tram in a superhero costume and say 'SUCK IT!!!'"""
top 3,anger,"""My 6-year-old tried this after Intuniv failed. It made him constantly tired and irritable, and actually made his impulsiveness worse since he just seemed cranky and emotional all of the time. It also constipated him to the point that he ended up with fissures. It never made a meaningful dent in his ability to concentrate or sit still, and he became more argumentative in school and less willing to comply. I've yet to meet anyone that these work for, but it sure would be nice if there were a non-stimulant that worked. We're on stimulants now and still haven't found a miracle there, either. I will say that it didn't affect his appetite, which was nice."""
top 4,depression,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
top 4,depression,"""I started my son on this medicine on Friday. He is doing well. No emotional breakdowns, no crying. The only issue I am having is he is falling asleep around noon every day. He hasn't had a nap since he was 16 months old. He is 7, going on 8. I can't imagine his teacher will be all that amused when he goes to sleep during class tomorrow."""
top 4,depression,"""I'm a 44-year-old female, was in a car accident. Placed on pain meds for the last year. Had two surgeries, and now I ask the doctor to help me get off pain meds. He prescribed me Kapvay 0.01 mg. It has been a Godsend. It allowed me to sleep and took the edge off my withdrawals... thanks."""
top 4,depression,"""My 6-year-old tried this after Intuniv failed. It made him constantly tired and irritable, and actually made his impulsiveness worse since he just seemed cranky and emotional all of the time. It also constipated him to the point that he ended up with fissures. It never made a meaningful dent in his ability to concentrate or sit still, and he became more argumentative in school and less willing to comply. I've yet to meet anyone that these work for, but it sure would be nice if there were a non-stimulant that worked. We're on stimulants now and still haven't found a miracle there, either. I will say that it didn't affect his appetite, which was nice."""
top 4,depression,"""Depression for fifteen months hinged on the fact that my inattention was so bad. Every day it was constantly 'OH MY GOD, CAN'T DO ANYTHING.' I had so many motivations and ambitions for projects and was so overwhelmed by ADHD that I could not do any of it. All I can say is that I am really disappointed with Strattera... I fought and fought to get a stimulant to no avail, and they finally gave me Kapvay for bedtime. It's been two weeks, and my depression has finally lifted because my inattention and distraction are gone. They are symbiotic with each other. And now I can DO STUFF and not have to binge-watch Impractical Jokers anymore. To ADHD, I stand atop a tram in a superhero costume and say 'SUCK IT!!!'"""
top 5,headache,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
top 5,headache,"""I started my son on this medicine on Friday. He is doing well. No emotional breakdowns, no crying. The only issue I am having is he is falling asleep around noon every day. He hasn't had a nap since he was 16 months old. He is 7, going on 8. I can't imagine his teacher will be all that amused when he goes to sleep during class tomorrow."""
top 5,headache,"""I'm a 44-year-old female, was in a car accident. Placed on pain meds for the last year. Had two surgeries, and now I ask the doctor to help me get off pain meds. He prescribed me Kapvay 0.01 mg. It has been a Godsend. It allowed me to sleep and took the edge off my withdrawals... thanks."""
top 5,headache,"""My granddaughter started Kapvay, and she is almost 10 years old. She has been diagnosed with ADD. She was using Intuniv, but 1 mg was not enough for attention, and 2 mg made her so, so tired. Started Kapvay, and WOW…cannot sleep…huge blister on her lip…legs hurt so bad. She is almost 10 but small, she weighs 47 pounds (she was a 2.8 lb preemie-11 weeks early). Have to stop medicine. I also read that it was not a great choice for ADD alone."""
top 5,headache,"""Depression for fifteen months hinged on the fact that my inattention was so bad. Every day it was constantly 'OH MY GOD, CAN'T DO ANYTHING.' I had so many motivations and ambitions for projects and was so overwhelmed by ADHD that I could not do any of it. All I can say is that I am really disappointed with Strattera... I fought and fought to get a stimulant to no avail, and they finally gave me Kapvay for bedtime. It's been two weeks, and my depression has finally lifted because my inattention and distraction are gone. They are symbiotic with each other. And now I can DO STUFF and not have to binge-watch Impractical Jokers anymore. To ADHD, I stand atop a tram in a superhero costume and say 'SUCK IT!!!'"""
tail 1,dizziness,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
tail 1,dizziness,"""My son is 6 years old and was diagnosed with ADHD, ODD, Asperger's syndrome, and possible bipolar disorder. We have tried so many medications: Ritalin, Adderall, Focalin XR, Risperdal, Seroquel, and regular Clonidine. He is now taking 300 mg of Trazodone, which doesn't help, 15 mg of Abilify, and Kapvay. I've spaced the three medications out, but he still wakes up at 9 am and goes to bed at 3 am. I am at a loss right now because the psychiatrist says he's limited as to what he can put him on, but the Trazodone, I swear, seems to wire him up. He's wide awake as I am writing this post. The Kapvay does make him cranky and irritable during the afternoon. Any advice, please."""
tail 1,dizziness,"""I'm a 44-year-old female, was in a car accident. Placed on pain meds for the last year. Had two surgeries, and now I ask the doctor to help me get off pain meds. He prescribed me Kapvay 0.01 mg. It has been a Godsend. It allowed me to sleep and took the edge off my withdrawals... thanks."""
tail 1,dizziness,"""Depression for fifteen months hinged on the fact that my inattention was so bad. Every day it was constantly 'OH MY GOD, CAN'T DO ANYTHING.' I had so many motivations and ambitions for projects and was so overwhelmed by ADHD that I could not do any of it. All I can say is that I am really disappointed with Strattera... I fought and fought to get a stimulant to no avail, and they finally gave me Kapvay for bedtime. It's been two weeks, and my depression has finally lifted because my inattention and distraction are gone. They are symbiotic with each other. And now I can DO STUFF and not have to binge-watch Impractical Jokers anymore. To ADHD, I stand atop a tram in a superhero costume and say 'SUCK IT!!!'"""
tail 1,dizziness,"""I started my son on this medicine on Friday. He is doing well. No emotional breakdowns, no crying. The only issue I am having is he is falling asleep around noon every day. He hasn't had a nap since he was 16 months old. He is 7, going on 8. I can't imagine his teacher will be all that amused when he goes to sleep during class tomorrow."""
tail 2,no adverse event,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
tail 2,no adverse event,"""I have an 8-year-old son with ADHD. He is extremely hyper and unable to focus. School and friends became a true nightmare. We see a wonderful and highly respected psychiatrist who is very knowledgeable on ADHD medicines. I was told that when there is an emotional factor to the ADHD, Clonidine is the best medication for this. We tried Clonidine after MANY stimulants and non-stimulants, also antipsychotics. Clonidine 1.0 mg 2x a day was the only medicine that we saw immediate results with. The only side effect was tiredness, which did go away. I started him on Kapvay 2 weeks ago. This medicine is a true GODSEND. He is calm, focused, and far less emotional. We can't say enough great things. Please give this medicine a try."""
tail 2,no adverse event,"""My 6-year-old son was diagnosed with ADHD last year. I saw signs during the preschool years as he was kicked out of three schools. This has been a trying year as we started him on Concerta, Focalin 2.5, and Focalin ER. Intuniv: Although the stimulants were great and we saw the benefits, it was difficult for me to see the negative side effects (tics and meltdown). I had mentioned to my doctor a month ago about Clonidine to reduce side effects of stimulants. She declined as she was uncomfortable with providing adult medication to children. However, she contacted me about Kapvay, which has been wonderful. Day 6 and a bit sleepy, unlike Intuniv (sedated). I will keep you up to date."""
tail 2,no adverse event,"""My 5-year-old son was diagnosed with ADHD just yesterday. The behavior specialist said his was one of the worst cases that she had seen in a while. She had suggested putting him on a stimulant medication. I told her I would like to try a non-stimulant medication first, and she prescribed him Kapvay. My son took it for the first time last night before bed. He went right to sleep, and when he woke up this morning, he was the calmest, most pleasant, helpful, and nicest he had ever been in his life. I could not believe the overnight change. I'm so glad it worked so fast. He has not gotten in trouble once today, which is a new record! His teachers are going to be thrilled on Monday! Thank you to the makers of Clonidine!"""
tail 2,no adverse event,"""My son has used various stimulants for 5 yrs.  Still struggling because of impulsivity & super high metabolism, the docs wanted to add non-stimulants.  We started w/ Intuiv, which dropped his bp way too low (75/43) so stopped after 2 wks.  Tried Clonidine IR and it worked GREAT the 1st 2 days, then fine (not great, just fine).  The doc changed to Kapvay for long-acting effects, but we stopped after 2 wks because he got awful insomnia (took 2-3 hrs to fall asleep instead of his usual 15 mins).  Last night we went back to Clonidine IR - he fell asleep quickly and slept great!  I give Kapvay a 2 because it decreased his impulsivity a bit, but the insomnia was awful, he got more aggressive/emotional, and really affected him negatively."""
tail 3,somnolence,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
tail 3,somnolence,"""My 6-year-old tried this after Intuniv failed. It made him constantly tired and irritable, and actually made his impulsiveness worse since he just seemed cranky and emotional all of the time. It also constipated him to the point that he ended up with fissures. It never made a meaningful dent in his ability to concentrate or sit still, and he became more argumentative in school and less willing to comply. I've yet to meet anyone that these work for, but it sure would be nice if there were a non-stimulant that worked. We're on stimulants now and still haven't found a miracle there, either. I will say that it didn't affect his appetite, which was nice."""
tail 3,somnolence,"""My 8-year-old son has been on various stimulants, in addition to regular clonidine, Intuniv, Risperdal, Seroquel, Strattera, and Abilify. My son is extremely impulsive and aggressive towards our family on a daily basis, and I had been thinking that nothing would help our son. Our new psychiatrist recommended Kapvay, and we were very skeptical, as our son was irritable and even more aggressive with regular clonidine. With Kapvay, there has been a SIGNIFICANT decrease in our son's aggressiveness. He is still very obsessive, rude, and verbally defiant. So physically, we rate Kapvay a TEN in decreasing aggression, but we only rated it a seven due to other factors. It is the ONLY medicine that has helped reduce physical aggression for our son."""
tail 3,somnolence,"""Depression for fifteen months hinged on the fact that my inattention was so bad. Every day it was constantly 'OH MY GOD, CAN'T DO ANYTHING.' I had so many motivations and ambitions for projects and was so overwhelmed by ADHD that I could not do any of it. All I can say is that I am really disappointed with Strattera... I fought and fought to get a stimulant to no avail, and they finally gave me Kapvay for bedtime. It's been two weeks, and my depression has finally lifted because my inattention and distraction are gone. They are symbiotic with each other. And now I can DO STUFF and not have to binge-watch Impractical Jokers anymore. To ADHD, I stand atop a tram in a superhero costume and say 'SUCK IT!!!'"""
tail 3,somnolence,"""I have an 8-year-old son with ADHD. He is extremely hyper and unable to focus. School and friends became a true nightmare. We see a wonderful and highly respected psychiatrist who is very knowledgeable on ADHD medicines. I was told that when there is an emotional factor to the ADHD, Clonidine is the best medication for this. We tried Clonidine after MANY stimulants and non-stimulants, also antipsychotics. Clonidine 1.0 mg 2x a day was the only medicine that we saw immediate results with. The only side effect was tiredness, which did go away. I started him on Kapvay 2 weeks ago. This medicine is a true GODSEND. He is calm, focused, and far less emotional. We can't say enough great things. Please give this medicine a try."""
tail 4,drug ineffective,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
tail 4,drug ineffective,"""My son is 6 years old and was diagnosed with ADHD, ODD, Asperger's syndrome, and possible bipolar disorder. We have tried so many medications: Ritalin, Adderall, Focalin XR, Risperdal, Seroquel, and regular Clonidine. He is now taking 300 mg of Trazodone, which doesn't help, 15 mg of Abilify, and Kapvay. I've spaced the three medications out, but he still wakes up at 9 am and goes to bed at 3 am. I am at a loss right now because the psychiatrist says he's limited as to what he can put him on, but the Trazodone, I swear, seems to wire him up. He's wide awake as I am writing this post. The Kapvay does make him cranky and irritable during the afternoon. Any advice, please."""
tail 4,drug ineffective,"""My son was diagnosed with ADHD in 1st grade. He's now in 6th. We've tried so many meds... Concerta, Intuniv, Focalin, Metasomethingoranother, and more. The stimulants caused massive mood swings. And the other stuff just didn't work well either. He's now on Kapvay, the generic form of it, and so far, so good. He takes 0.1 mg in the morning, and we just increased the evening to 0.2 mg. The only trouble we've had is sleep. He falls asleep but wakes up by 4 a.m. And then, doesn't fall back to sleep until 6 but has to be awake by 7:30. So, right now, he's texting me to bring him coffee. Not sure what to do about the lack of sleep, but I'm really happy with how he's responding otherwise. The mood swings have lessened. Now they just seem tween-typical."""
tail 4,drug ineffective,"""My 8-year-old son has been on various stimulants, in addition to regular clonidine, Intuniv, Risperdal, Seroquel, Strattera, and Abilify. My son is extremely impulsive and aggressive towards our family on a daily basis, and I had been thinking that nothing would help our son. Our new psychiatrist recommended Kapvay, and we were very skeptical, as our son was irritable and even more aggressive with regular clonidine. With Kapvay, there has been a SIGNIFICANT decrease in our son's aggressiveness. He is still very obsessive, rude, and verbally defiant. So physically, we rate Kapvay a TEN in decreasing aggression, but we only rated it a seven due to other factors. It is the ONLY medicine that has helped reduce physical aggression for our son."""
tail 4,drug ineffective,"""I have an 8-year-old son with ADHD. He is extremely hyper and unable to focus. School and friends became a true nightmare. We see a wonderful and highly respected psychiatrist who is very knowledgeable on ADHD medicines. I was told that when there is an emotional factor to the ADHD, Clonidine is the best medication for this. We tried Clonidine after MANY stimulants and non-stimulants, also antipsychotics. Clonidine 1.0 mg 2x a day was the only medicine that we saw immediate results with. The only side effect was tiredness, which did go away. I started him on Kapvay 2 weeks ago. This medicine is a true GODSEND. He is calm, focused, and far less emotional. We can't say enough great things. Please give this medicine a try."""
tail 5,abdominal pain,"""I'm a 44-year-old female, was in a car accident. Placed on pain meds for the last year. Had two surgeries, and now I ask the doctor to help me get off pain meds. He prescribed me Kapvay 0.01 mg. It has been a Godsend. It allowed me to sleep and took the edge off my withdrawals... thanks."""
tail 5,abdominal pain,"""My daughter has tried several other stimulant medicines with the most horrible side effects. Kapvay was tried and very well appreciated in our home and at her school. The teachers were amazed at the change and the relief for myself was a Godsend."""
tail 5,abdominal pain,"""My 6-year-old son was diagnosed with ADHD last year. I saw signs during the preschool years as he was kicked out of three schools. This has been a trying year as we started him on Concerta, Focalin 2.5, and Focalin ER. Intuniv: Although the stimulants were great and we saw the benefits, it was difficult for me to see the negative side effects (tics and meltdown). I had mentioned to my doctor a month ago about Clonidine to reduce side effects of stimulants. She declined as she was uncomfortable with providing adult medication to children. However, she contacted me about Kapvay, which has been wonderful. Day 6 and a bit sleepy, unlike Intuniv (sedated). I will keep you up to date."""
tail 5,abdominal pain,"""My granddaughter started Kapvay, and she is almost 10 years old. She has been diagnosed with ADD. She was using Intuniv, but 1 mg was not enough for attention, and 2 mg made her so, so tired. Started Kapvay, and WOW…cannot sleep…huge blister on her lip…legs hurt so bad. She is almost 10 but small, she weighs 47 pounds (she was a 2.8 lb preemie-11 weeks early). Have to stop medicine. I also read that it was not a great choice for ADD alone."""
tail 5,abdominal pain,"""My 9-year-old son has ADHD. Kapvay was the seventh medicine that we have tried to help him with impulsivity and concentration. He has been on this medicine for nearly one year. We switched to Focalin last month, but the tics came back and the restlessness at night. His school performance was no better than before, so we are back to Kapvay. Since the medicine must build up in the bloodstream to be highly effective, we are in the very sleepy stages, but I know this will pass as soon as his body is accustomed to the medicine. I have learned my lesson. There is no stimulant that will help my son. Kapvay will help reduce the impulsivity, but improvement to concentration must come from age and proper training."""
