rank,side_effect,comment
tail 3,electrocardiogram qt prolonged,"https://my.clevelandclinic.org/health/articles/22588-dopamine-deficiency

Not a case study, but supports what the neurologist was telling my father in law.

Moral of the story, take the physical health of your brain seriously and have a discussion with your doctor about any concerns. Otherwise you could be at risk for longer term affects."
tail 3,electrocardiogram qt prolonged,My mom was diagnosed with Parkinson's and my psych took me off methylphenidate completely. He says it will bring on symptoms of Parkinson's much earlier. It's killing me - I'm really struggling without it.
tail 4,suicide,"I have it as well. There are other causes of chronic fatigue, though, so do your dilligence with your health. For me, it is also a blood disorder and g6pd enzyme deficiency. Both involve iron anemia, and low iron causes fatigue and increased adhd symptoms."
tail 4,suicide,"For me, it's lowered my Blood pressure and pulse. So for some people who it does that to, and takes away the stress and anxiety, it probably actually lengthens life span."
tail 4,suicide,Strattera takes a long time to work (months and months) and the preferred dose is 80mg.  It’s a weird drug.  Wellbutrin is also reported to work.  So you’re not out of options.
tail 4,suicide,Life is hard when you’re functioning properly. When your brain is working in fast forward mode all the time some shit gets neglected and opportunities pass you by. So yeah I wish I was medicated 20 years earlier.
tail 4,suicide,"I hate the ""no chemicals"" crowd. It's never science based. Everything in your life is a chemical. Water is a chemical. Cooking is a chemical reaction. Your dad is being ignorant, don't let him get in your head."
tail 5,pain,"I have it as well. There are other causes of chronic fatigue, though, so do your dilligence with your health. For me, it is also a blood disorder and g6pd enzyme deficiency. Both involve iron anemia, and low iron causes fatigue and increased adhd symptoms."
tail 5,pain,Strattera takes a long time to work (months and months) and the preferred dose is 80mg.  It’s a weird drug.  Wellbutrin is also reported to work.  So you’re not out of options.
tail 5,pain,"For me, it's lowered my Blood pressure and pulse. So for some people who it does that to, and takes away the stress and anxiety, it probably actually lengthens life span."
tail 5,pain,"The appetite aspect of it, you will have 0 hunger cues on ritalin until it wears off at night, if you rely on hunger cues it's very easy to lose way too much weight way too fast so it's important to force yourself to eat."
tail 5,pain,Life is hard when you’re functioning properly. When your brain is working in fast forward mode all the time some shit gets neglected and opportunities pass you by. So yeah I wish I was medicated 20 years earlier.
