rank,side_effect,comment
top 5,hypotension,"No experience with Granules but I know if I take the pills manufactured by Aurobindo versus Teva I’ll have an adverse reaction. Because of this, I get my medication from a pharmacy that’s not my preferred pharmacy my preferred pharmacy only distributes Aurobindo."
top 5,hypotension,"On the first day, drink tons of water and go for a light jog if your body can handle it, luk warm to cold shower to shorten the withdrawal period. I am also on the 30 mg dosage. stay away from excessive coffee. tried to replaced adderral with coffee on my downtime had a massive nose bleed from high blood pressure."
top 5,hypotension,"I take l-theanine before bed. It helps me sleep. If you are getting a bad crash from adderall, you are taking too much. Try a lower dose. There is a sweet spot."
top 5,hypotension,"So, this was a question I had pondered for a long time. Why is it that Adderall and other drugs for that matter lose effect over time. And, how certain dietary changes can cause profound changes in the therapeutic effect experienced. 

The following study helps explain why a person with ADHD new to Adderall might not feel any effect and a person who has no cognitive issue might have an overwhelming effect. 

In the link below, blood serum pH (acidity or basicness) and the lower the pH the weaker the effect. This is why Tums potentiates Adderall, but if you raised the pH of the entire body the same dose might be hell and cause unpleasant things like tachycardia. 


https://www.researchgate.net/publication/340081430_Mechanistic_PBPK_Modeling_of_Urine_pH_Effect_on_Renal_and_Systemic_Disposition_of_Methamphetamine_and_Amphetamine#pf7"
tail 1,no adverse event,"As a narcolepsy patient I cannot relate in any way to this statement.  If I’m not on Adderrall, then I’m simply not awake.  This shortage of the drug over the past 3-4 months has been hellish."
tail 1,no adverse event,"""This Alvogen brand is terrible. I personally have had an allergic reaction to this medication and am very upset my pharmacy has switched my normal brand to this brand. I have made complaints and am looking into further action."""
tail 1,no adverse event,"No experience with Granules but I know if I take the pills manufactured by Aurobindo versus Teva I’ll have an adverse reaction. Because of this, I get my medication from a pharmacy that’s not my preferred pharmacy my preferred pharmacy only distributes Aurobindo."
tail 1,no adverse event,"Likely absolutely nothing side effect wise. I started off at 10mg 3x a day and felt nothing lol 
Only thing is you might feel ever so slightly clearheaded? Kinda depends on what you’re taking it for. Nuero or mental?"
tail 1,no adverse event,The info abt this Rx drug indicates that it can be a serious side  effect for some ppl  and that at high doses can cause amphetamine psychosis and other dangerous side effects. Each person responds to any  drug in their own unique way. It def is not an Rx to mess with altho ppl certainly do.
tail 2,condition aggravated,"No experience with Granules but I know if I take the pills manufactured by Aurobindo versus Teva I’ll have an adverse reaction. Because of this, I get my medication from a pharmacy that’s not my preferred pharmacy my preferred pharmacy only distributes Aurobindo."
tail 2,condition aggravated,The info abt this Rx drug indicates that it can be a serious side  effect for some ppl  and that at high doses can cause amphetamine psychosis and other dangerous side effects. Each person responds to any  drug in their own unique way. It def is not an Rx to mess with altho ppl certainly do.
tail 2,condition aggravated,"As a narcolepsy patient I cannot relate in any way to this statement.  If I’m not on Adderrall, then I’m simply not awake.  This shortage of the drug over the past 3-4 months has been hellish."
tail 2,condition aggravated,"""Since being switched to the generic version of Adderall, Dextroamp-Amphetamine manufactured by Alvogen, I have been experiencing negative side effects for the past three days. I have become irritable, emotional, and easily agitated by noises, including music that I previously enjoyed. I have also been experiencing fatigue, lack of motivation, and difficulty reading. My speech has become slurred and confused, and I have developed tension headaches. I want my sparkle back, and I couldn't care less about anything. I’m surprised I’m writing this review as I am currently feeling scattered and embarrassed."""
tail 2,condition aggravated,"So, this was a question I had pondered for a long time. Why is it that Adderall and other drugs for that matter lose effect over time. And, how certain dietary changes can cause profound changes in the therapeutic effect experienced. 

The following study helps explain why a person with ADHD new to Adderall might not feel any effect and a person who has no cognitive issue might have an overwhelming effect. 

In the link below, blood serum pH (acidity or basicness) and the lower the pH the weaker the effect. This is why Tums potentiates Adderall, but if you raised the pH of the entire body the same dose might be hell and cause unpleasant things like tachycardia. 


https://www.researchgate.net/publication/340081430_Mechanistic_PBPK_Modeling_of_Urine_pH_Effect_on_Renal_and_Systemic_Disposition_of_Methamphetamine_and_Amphetamine#pf7"
tail 3,electrocardiogram qt prolonged,The info abt this Rx drug indicates that it can be a serious side  effect for some ppl  and that at high doses can cause amphetamine psychosis and other dangerous side effects. Each person responds to any  drug in their own unique way. It def is not an Rx to mess with altho ppl certainly do.
tail 3,electrocardiogram qt prolonged,"Weight and Age, Health, taking it on empty stomach vs eating, etc. You have to make the benefit of the doubt with Adderall for its maximum performance for the solid 14 hours of being ZAPPED out your ass like myself at this very minute."
tail 3,electrocardiogram qt prolonged,"Likely absolutely nothing side effect wise. I started off at 10mg 3x a day and felt nothing lol 
Only thing is you might feel ever so slightly clearheaded? Kinda depends on what you’re taking it for. Nuero or mental?"
tail 3,electrocardiogram qt prolonged,"On the first day, drink tons of water and go for a light jog if your body can handle it, luk warm to cold shower to shorten the withdrawal period. I am also on the 30 mg dosage. stay away from excessive coffee. tried to replaced adderral with coffee on my downtime had a massive nose bleed from high blood pressure."
tail 3,electrocardiogram qt prolonged,"No experience with Granules but I know if I take the pills manufactured by Aurobindo versus Teva I’ll have an adverse reaction. Because of this, I get my medication from a pharmacy that’s not my preferred pharmacy my preferred pharmacy only distributes Aurobindo."
tail 4,suicide,Im on Concerta now. Insurance would not cover 72 mg. Im on 60 mg. 72 mlg was $688. 60 mg is $50 with insurance. I want my adderrall back! $10 with insurance. You feeling the nation wide shortage?
tail 4,suicide,"Weight and Age, Health, taking it on empty stomach vs eating, etc. You have to make the benefit of the doubt with Adderall for its maximum performance for the solid 14 hours of being ZAPPED out your ass like myself at this very minute."
tail 4,suicide,"Likely absolutely nothing side effect wise. I started off at 10mg 3x a day and felt nothing lol 
Only thing is you might feel ever so slightly clearheaded? Kinda depends on what you’re taking it for. Nuero or mental?"
tail 4,suicide,"No experience with Granules but I know if I take the pills manufactured by Aurobindo versus Teva I’ll have an adverse reaction. Because of this, I get my medication from a pharmacy that’s not my preferred pharmacy my preferred pharmacy only distributes Aurobindo."
tail 4,suicide,"I take l-theanine before bed. It helps me sleep. If you are getting a bad crash from adderall, you are taking too much. Try a lower dose. There is a sweet spot."
tail 5,pain,Im on Concerta now. Insurance would not cover 72 mg. Im on 60 mg. 72 mlg was $688. 60 mg is $50 with insurance. I want my adderrall back! $10 with insurance. You feeling the nation wide shortage?
tail 5,pain,"Weight and Age, Health, taking it on empty stomach vs eating, etc. You have to make the benefit of the doubt with Adderall for its maximum performance for the solid 14 hours of being ZAPPED out your ass like myself at this very minute."
tail 5,pain,"Likely absolutely nothing side effect wise. I started off at 10mg 3x a day and felt nothing lol 
Only thing is you might feel ever so slightly clearheaded? Kinda depends on what you’re taking it for. Nuero or mental?"
tail 5,pain,"No experience with Granules but I know if I take the pills manufactured by Aurobindo versus Teva I’ll have an adverse reaction. Because of this, I get my medication from a pharmacy that’s not my preferred pharmacy my preferred pharmacy only distributes Aurobindo."
tail 5,pain,"I take l-theanine before bed. It helps me sleep. If you are getting a bad crash from adderall, you are taking too much. Try a lower dose. There is a sweet spot."
