rank,side_effect,comment
top 4,application site erythema,"No personal or anecdotal experience, no knowledge of the effects of withdrawal in children, and not a doctor or pediatrician - but I've been on Qelbree's side effect webpage to look at the most common side effects in individuals aged 6-17 and individuals aged 18+. As you can see, headaches and migraines don't make the common side effect list for kids: https://www.qelbreehcp.com/side-effects"
top 4,application site erythema,"""Please take the black box warnings on this drug seriously. Suicidality side effects are coming back at a higher rate than any other ADHD drug within the FDA AERs database. This drug has mediocre efficacy data, and the risks are very real."""
top 4,application site erythema,"Sorry to hear about the anxiety. My dr also prescribed me Buspar, an anti anxiety med that unlike Qelbree I had no side effects with and helps take the edge off. Might be worth contacting your dr and asking if they recommend something to supplement for the anxiety even if it’s just during the adjustment period."
top 5,hypotension,"""My 14-year-old son tried Qelbree, and it was a nightmare. He was tired, irritable, and constipated. He developed a dry cough, dry mouth, and a red rash on his face, as well as nosebleeds. It also did not help his ADHD symptoms."""
top 5,hypotension,"""I have been taking Qelbree for a week and a half, and I have experienced bipolar symptoms, constant anxiety attacks, random episodes of crying, constant and persistent suicidal thoughts, constant feelings of nausea, and extreme irritability. I also have insomnia. None of these symptoms occurred before I started on Qelbree. Please don’t take this. It turned my life into a living hell."""
top 5,hypotension,"""Please take the black box warnings on this drug seriously. Suicidality side effects are coming back at a higher rate than any other ADHD drug within the FDA AERs database. This drug has mediocre efficacy data, and the risks are very real."""
top 5,hypotension,"I already take a fiber supplement because I am on 8mg Suboxone twice a day so I’m familiar with the constipation. But I drink deathwish coffee twice a day, sometimes sipping on it all day long. Would the caffeine have the adverse effect while on Q?"
top 5,hypotension,"No personal or anecdotal experience, no knowledge of the effects of withdrawal in children, and not a doctor or pediatrician - but I've been on Qelbree's side effect webpage to look at the most common side effects in individuals aged 6-17 and individuals aged 18+. As you can see, headaches and migraines don't make the common side effect list for kids: https://www.qelbreehcp.com/side-effects"
tail 1,no adverse event,"""Please take the black box warnings on this drug seriously. Suicidality side effects are coming back at a higher rate than any other ADHD drug within the FDA AERs database. This drug has mediocre efficacy data, and the risks are very real."""
tail 1,no adverse event,"No personal or anecdotal experience, no knowledge of the effects of withdrawal in children, and not a doctor or pediatrician - but I've been on Qelbree's side effect webpage to look at the most common side effects in individuals aged 6-17 and individuals aged 18+. As you can see, headaches and migraines don't make the common side effect list for kids: https://www.qelbreehcp.com/side-effects"
tail 1,no adverse event,I don't know why you feel the need to post this. Devaluing someone elses experience because it's different than yours isn't going to change anything.  This specific drug has a ton of bad side effects and withdrawl.
tail 1,no adverse event,"I stopped it cold turkey and didn’t have a migraine, or any side effects that I can recall. I was doing some medication changes so it was hard to decipher. When I was on it, I took Tizanidine which had a terrible interaction and caused me to have extremely low blood pressure for almost 24 hours."
tail 1,no adverse event,"""For me, this is a terrible medication! I took one pill, and it kept me awake for 47 out of 51 hours! It may be different for other people, but I wanted to warn you in case."""
tail 2,condition aggravated,"""My 14-year-old son tried Qelbree, and it was a nightmare. He was tired, irritable, and constipated. He developed a dry cough, dry mouth, and a red rash on his face, as well as nosebleeds. It also did not help his ADHD symptoms."""
tail 2,condition aggravated,"""I’m an adult 24 f. Rapid weight gain. Lower sex drive immediately after taking. Loss of motivation. Was I able to fold my laundry and put it away, yes. But at the cost of utter boredom. I would much rather be scatterbrained."""
tail 2,condition aggravated,"""Please take the black box warnings on this drug seriously. Suicidality side effects are coming back at a higher rate than any other ADHD drug within the FDA AERs database. This drug has mediocre efficacy data, and the risks are very real."""
tail 2,condition aggravated,"""Tried got my 12-year-old daughter with ADHD and anxiety. Really were hoping this would work, but the emotional volatility she experienced was immediate and extreme. She cried at the drop of a hat and got extremely angry very quickly. Still looking for something that will help."""
tail 2,condition aggravated,"Your ADHD symptoms may not be caused by low norepinephrine, it’s not been found conclusively in everyone with ADHD.

I’ve been on Qelbree 200 mg for a month and it’s made a hell of a subtle difference, everything feels more in control and I’m less of a victim of my inattentiveness. I even remember to start the dryer after cleaning the lint trap (big win). Stimulants will always pack a bigger punch than Qelbree or Strattera though."
tail 3,electrocardiogram qt prolonged,I’ve read Prozac & Zoloft are similar & both activating than the other SSRI’s. U think being a nymph came from the lower Dopamine in your system with the ADD or just always sexual??
tail 3,electrocardiogram qt prolonged,"""Please take the black box warnings on this drug seriously. Suicidality side effects are coming back at a higher rate than any other ADHD drug within the FDA AERs database. This drug has mediocre efficacy data, and the risks are very real."""
tail 3,electrocardiogram qt prolonged,"""My 14-year-old son tried Qelbree, and it was a nightmare. He was tired, irritable, and constipated. He developed a dry cough, dry mouth, and a red rash on his face, as well as nosebleeds. It also did not help his ADHD symptoms."""
tail 3,electrocardiogram qt prolonged,"No personal or anecdotal experience, no knowledge of the effects of withdrawal in children, and not a doctor or pediatrician - but I've been on Qelbree's side effect webpage to look at the most common side effects in individuals aged 6-17 and individuals aged 18+. As you can see, headaches and migraines don't make the common side effect list for kids: https://www.qelbreehcp.com/side-effects"
tail 3,electrocardiogram qt prolonged,"i had the same experience as the above comment and i sleep pretty well now. it is harder to fall asleep than not being on it, but i can bang out 8 hrs of sleep no problem."
tail 4,suicide,I’ve read Prozac & Zoloft are similar & both activating than the other SSRI’s. U think being a nymph came from the lower Dopamine in your system with the ADD or just always sexual??
tail 4,suicide,"""I’m an adult 24 f. Rapid weight gain. Lower sex drive immediately after taking. Loss of motivation. Was I able to fold my laundry and put it away, yes. But at the cost of utter boredom. I would much rather be scatterbrained."""
tail 4,suicide,I don't know why you feel the need to post this. Devaluing someone elses experience because it's different than yours isn't going to change anything.  This specific drug has a ton of bad side effects and withdrawl.
tail 4,suicide,"Sorry to hear about the anxiety. My dr also prescribed me Buspar, an anti anxiety med that unlike Qelbree I had no side effects with and helps take the edge off. Might be worth contacting your dr and asking if they recommend something to supplement for the anxiety even if it’s just during the adjustment period."
tail 4,suicide,"i had the same experience as the above comment and i sleep pretty well now. it is harder to fall asleep than not being on it, but i can bang out 8 hrs of sleep no problem."
tail 5,pain,I’ve read Prozac & Zoloft are similar & both activating than the other SSRI’s. U think being a nymph came from the lower Dopamine in your system with the ADD or just always sexual??
tail 5,pain,"""I’m an adult 24 f. Rapid weight gain. Lower sex drive immediately after taking. Loss of motivation. Was I able to fold my laundry and put it away, yes. But at the cost of utter boredom. I would much rather be scatterbrained."""
tail 5,pain,I don't know why you feel the need to post this. Devaluing someone elses experience because it's different than yours isn't going to change anything.  This specific drug has a ton of bad side effects and withdrawl.
tail 5,pain,"Sorry to hear about the anxiety. My dr also prescribed me Buspar, an anti anxiety med that unlike Qelbree I had no side effects with and helps take the edge off. Might be worth contacting your dr and asking if they recommend something to supplement for the anxiety even if it’s just during the adjustment period."
tail 5,pain,"i had the same experience as the above comment and i sleep pretty well now. it is harder to fall asleep than not being on it, but i can bang out 8 hrs of sleep no problem."
